state,district,date,pincode,bio_age_5_17,bio_age_17_
Tamil Nadu,Madurai,2025-03-31,35013911,14305,17159
Tamil Nadu,Madurai,2025-04-30,34388203,10401,14583
Tamil Nadu,Madurai,2025-05-31,35013911,10264,12920
Tamil Nadu,Madurai,2025-06-30,34388409,7687,14269
Tamil Nadu,Madurai,2025-07-31,35013911,7886,18812
Tamil Nadu,Madurai,2025-09-30,583346945,5566,8069
Tamil Nadu,Mayiladuthurai,2025-03-31,16447893,705,134
Tamil Nadu,Mayiladuthurai,2025-04-30,1827617,115,40
Tamil Nadu,Mayiladuthurai,2025-05-31,609001,61,16
Tamil Nadu,Mayiladuthurai,2025-06-30,4264045,163,92
Tamil Nadu,Mayiladuthurai,2025-07-31,5481947,150,120
Tamil Nadu,Mayiladuthurai,2025-09-30,128537086,284,98
Tamil Nadu,Nagapattinam,2025-03-31,49439049,5493,5038
Tamil Nadu,Nagapattinam,2025-04-30,43939478,3581,4310
Tamil Nadu,Nagapattinam,2025-05-31,48216427,4350,4403
Tamil Nadu,Nagapattinam,2025-06-30,47607519,3499,4807
Tamil Nadu,Nagapattinam,2025-07-31,49436552,3426,6495
Tamil Nadu,Nagapattinam,2025-09-30,715969642,1641,3273
Tamil Nadu,Namakkal,2025-03-31,35669307,6014,9340
Tamil Nadu,Namakkal,2025-04-30,34395887,4064,8575
Tamil Nadu,Namakkal,2025-05-31,35668118,4830,8230
Tamil Nadu,Namakkal,2025-06-30,35033189,3783,10264
Tamil Nadu,Namakkal,2025-07-31,33774770,2880,12405
Tamil Nadu,Namakkal,2025-09-30,524286390,1476,6482
Tamil Nadu,Perambalur,2025-03-31,15531638,5086,2259
Tamil Nadu,Perambalur,2025-04-30,15531638,2764,2005
Tamil Nadu,Perambalur,2025-05-31,15531638,3395,2814
Tamil Nadu,Perambalur,2025-06-30,15531638,3070,4914
Tamil Nadu,Perambalur,2025-07-31,15531638,1772,5847
Tamil Nadu,Perambalur,2025-09-30,235455403,1085,2945
Tamil Nadu,Pudukkottai,2025-03-31,35350164,6620,9806
Tamil Nadu,Pudukkottai,2025-04-30,33477346,4948,8469
Tamil Nadu,Pudukkottai,2025-05-31,34728856,6212,7897
Tamil Nadu,Pudukkottai,2025-06-30,34106854,5551,8541
Tamil Nadu,Pudukkottai,2025-07-31,32861728,4593,11139
Tamil Nadu,Pudukkottai,2025-09-30,520793149,2492,5539
Tamil Nadu,Ramanathapuram,2025-03-31,34923807,6244,7260
Tamil Nadu,Ramanathapuram,2025-04-30,34293497,4549,5803
Tamil Nadu,Ramanathapuram,2025-05-31,34916899,5613,6345
Tamil Nadu,Ramanathapuram,2025-06-30,34300405,4855,7408
Tamil Nadu,Ramanathapuram,2025-07-31,34923807,3995,8671
Tamil Nadu,Ramanathapuram,2025-09-30,522609819,2000,3867
Tamil Nadu,Ranipet,2025-03-31,632509,12,16
Tamil Nadu,Ranipet,2025-04-30,632509,10,20
Tamil Nadu,Ranipet,2025-06-30,1263510,21,30
Tamil Nadu,Ranipet,2025-07-31,632509,10,15
Tamil Nadu,Ranipet,2025-09-30,28436739,31,33
Tamil Nadu,Salem,2025-03-31,56002100,24298,16744
Tamil Nadu,Salem,2025-04-30,55364597,15497,14213
Tamil Nadu,Salem,2025-05-31,54728191,11295,13534
Tamil Nadu,Salem,2025-06-30,55364597,10184,15513
Tamil Nadu,Salem,2025-07-31,55364597,8818,19837
Tamil Nadu,Salem,2025-09-30,852089579,5120,10085
Tamil Nadu,Sivaganga,2025-03-31,41549923,6045,7049
Tamil Nadu,Sivaganga,2025-04-30,39686010,3938,5528
Tamil Nadu,Sivaganga,2025-05-31,40316108,4581,4940
Tamil Nadu,Sivaganga,2025-06-30,38430986,3278,6288
Tamil Nadu,Sivaganga,2025-07-31,38438588,3362,8009
Tamil Nadu,Sivaganga,2025-09-30,591921728,2168,4291
Tamil Nadu,Tenkasi,2025-03-31,19461450,924,440
Tamil Nadu,Tenkasi,2025-04-30,5650347,315,229
Tamil Nadu,Tenkasi,2025-05-31,5650252,169,156
Tamil Nadu,Tenkasi,2025-06-30,6905875,229,271
Tamil Nadu,Tenkasi,2025-07-31,9416954,256,363
Tamil Nadu,Tenkasi,2025-09-30,225377831,631,272
Tamil Nadu,Thanjavur,2025-03-31,61339351,10900,15976
Tamil Nadu,Thanjavur,2025-04-30,55204667,6846,11788
Tamil Nadu,Thanjavur,2025-05-31,57046478,6270,11725
Tamil Nadu,Thanjavur,2025-06-30,59502137,5491,12419
Tamil Nadu,Thanjavur,2025-07-31,58888120,6062,14689
Tamil Nadu,Thanjavur,2025-09-30,931152372,4242,5459
Tamil Nadu,The Nilgiris,2025-03-31,28942965,3433,3093
Tamil Nadu,The Nilgiris,2025-04-30,22510718,1620,2142
Tamil Nadu,The Nilgiris,2025-05-31,26370050,2255,2325
Tamil Nadu,The Nilgiris,2025-06-30,27013303,1946,3005
Tamil Nadu,The Nilgiris,2025-07-31,27656497,2341,3591
Tamil Nadu,The Nilgiris,2025-09-30,371728222,827,1641
Tamil Nadu,Theni,2025-03-31,18766003,6290,7860
Tamil Nadu,Theni,2025-04-30,18140456,3995,5944
Tamil Nadu,Theni,2025-05-31,18140456,4675,5234
Tamil Nadu,Theni,2025-06-30,18140456,3983,6622
Tamil Nadu,Theni,2025-07-31,18140456,2977,7323
Tamil Nadu,Theni,2025-09-30,285868979,1935,3177
Tamil Nadu,Thiruvallur,2025-03-31,4837034,250,208
Tamil Nadu,Thiruvallur,2025-04-30,1201282,38,60
Tamil Nadu,Thiruvallur,2025-05-31,3002634,93,133
Tamil Nadu,Thiruvallur,2025-06-30,2403663,53,101
Tamil Nadu,Thiruvallur,2025-07-31,1802501,36,109
Tamil Nadu,Thiruvallur,2025-09-30,127838073,65,292
Tamil Nadu,Thiruvarur,2025-03-31,43487851,6865,4266
Tamil Nadu,Thiruvarur,2025-04-30,38590378,3035,3416
Tamil Nadu,Thiruvarur,2025-05-31,40429231,2306,3829
Tamil Nadu,Thiruvarur,2025-06-30,39809794,2061,4269
Tamil Nadu,Thiruvarur,2025-07-31,37363165,2053,5440
Tamil Nadu,Thiruvarur,2025-09-30,608299294,1938,2334
Tamil Nadu,Thoothukkudi,2025-03-31,55298848,12958,13198
Tamil Nadu,Thoothukkudi,2025-04-30,47762801,6772,8906
Tamil Nadu,Thoothukkudi,2025-05-31,48387999,4809,7408
Tamil Nadu,Thoothukkudi,2025-06-30,49019760,3928,8275
Tamil Nadu,Thoothukkudi,2025-07-31,45877384,3939,9559
Tamil Nadu,Thoothukkudi,2025-09-30,713889385,2313,4193
Tamil Nadu,Tiruchirappalli,2025-03-31,53466957,10236,16835
Tamil Nadu,Tiruchirappalli,2025-04-30,51601822,6150,14884
Tamil Nadu,Tiruchirappalli,2025-05-31,52845646,7749,13335
Tamil Nadu,Tiruchirappalli,2025-06-30,52845646,7553,14993
Tamil Nadu,Tiruchirappalli,2025-07-31,52844855,6292,19136
Tamil Nadu,Tiruchirappalli,2025-09-30,845352561,3569,8562
Tamil Nadu,Tirunelveli,2025-03-31,70903185,14754,19437
Tamil Nadu,Tirunelveli,2025-04-30,65885092,8135,13913
Tamil Nadu,Tirunelveli,2025-05-31,69020746,7143,11212
Tamil Nadu,Tirunelveli,2025-06-30,66512652,6167,13400
Tamil Nadu,Tirunelveli,2025-07-31,69650169,6079,17263
Tamil Nadu,Tirunelveli,2025-09-30,1062297553,5985,9121
Tamil Nadu,Tirupathur,2025-09-30,3814506,3,3
Tamil Nadu,Tirupattur,2025-03-31,15258153,1384,426
Tamil Nadu,Tirupattur,2025-04-30,12715068,904,440
Tamil Nadu,Tirupattur,2025-05-31,10172145,587,324
Tamil Nadu,Tirupattur,2025-06-30,12715135,565,507
Tamil Nadu,Tirupattur,2025-07-31,10171743,391,430
Tamil Nadu,Tirupattur,2025-09-30,155123289,268,247
Tamil Nadu,Tiruppur,2025-03-31,37799792,8331,9270
Tamil Nadu,Tiruppur,2025-04-30,37154337,6905,8795
Tamil Nadu,Tiruppur,2025-05-31,40357706,8344,9137
Tamil Nadu,Tiruppur,2025-06-30,39078195,7030,10311
Tamil Nadu,Tiruppur,2025-07-31,38435640,5752,12130
Tamil Nadu,Tiruppur,2025-09-30,595133628,3938,5877
Tamil Nadu,Tiruvallur,2025-03-31,46802081,18126,15082
Tamil Nadu,Tiruvallur,2025-04-30,44337564,9932,13307
Tamil Nadu,Tiruvallur,2025-05-31,45539656,12823,12598
Tamil Nadu,Tiruvallur,2025-06-30,46202016,10710,14708
Tamil Nadu,Tiruvallur,2025-07-31,46202016,10464,18391
Tamil Nadu,Tiruvallur,2025-09-30,735505927,7364,8558
Tamil Nadu,Tiruvannamalai,2025-03-31,42266785,19832,6718
Tamil Nadu,Tiruvannamalai,2025-04-30,41634467,10684,6104
Tamil Nadu,Tiruvannamalai,2025-05-31,41634467,8800,6099
Tamil Nadu,Tiruvannamalai,2025-06-30,41634467,7068,7555
Tamil Nadu,Tiruvannamalai,2025-07-31,41634467,6253,8757
Tamil Nadu,Tiruvannamalai,2025-09-30,634649398,3337,3963
Tamil Nadu,Tuticorin,2025-09-30,1256818,0,2
Tamil Nadu,Vellore,2025-03-31,67729284,15366,11421
Tamil Nadu,Vellore,2025-04-30,66492471,11254,10058
Tamil Nadu,Vellore,2025-05-31,67124982,8950,9217
Tamil Nadu,Vellore,2025-06-30,65860268,8177,10946
Tamil Nadu,Vellore,2025-07-31,65229611,6822,13370
Tamil Nadu,Vellore,2025-09-30,1009521792,4579,6909
Tamil Nadu,Villupuram,2025-03-31,53281572,15979,4483
Tamil Nadu,Villupuram,2025-04-30,49039100,8353,3586
Tamil Nadu,Villupuram,2025-05-31,49037900,7360,3746
Tamil Nadu,Villupuram,2025-06-30,50248503,8194,4484
Tamil Nadu,Villupuram,2025-07-31,50250102,5900,5313
Tamil Nadu,Villupuram,2025-09-30,774946076,3705,2492
Tamil Nadu,Viluppuram,2025-03-31,47825884,5864,8078
Tamil Nadu,Viluppuram,2025-04-30,43589930,2834,5845
Tamil Nadu,Viluppuram,2025-05-31,41775516,1991,5135
Tamil Nadu,Viluppuram,2025-06-30,43587998,2320,6244
Tamil Nadu,Viluppuram,2025-07-31,39958955,1439,7298
Tamil Nadu,Viluppuram,2025-09-30,748953165,813,4393
Tamil Nadu,Virudhunagar,2025-03-31,33820608,7679,7069
Tamil Nadu,Virudhunagar,2025-04-30,34442119,5189,6673
Tamil Nadu,Virudhunagar,2025-05-31,33816117,5832,6712
Tamil Nadu,Virudhunagar,2025-06-30,33816117,4405,7787
Tamil Nadu,Virudhunagar,2025-07-31,33820620,3437,9655
Tamil Nadu,Virudhunagar,2025-09-30,531039221,2165,4508
Telangana,Adilabad,2025-03-31,23698919,3199,4410
Telangana,Adilabad,2025-04-30,22186220,2571,3246
Telangana,Adilabad,2025-05-31,22186198,4366,2628
Telangana,Adilabad,2025-06-30,23194701,5791,3303
Telangana,Adilabad,2025-07-31,23194701,4555,5343
Telangana,Adilabad,2025-09-30,360525263,3471,3854
Telangana,Bhadradri Kothagudem,2025-03-31,8114356,644,1006
Telangana,Bhadradri Kothagudem,2025-04-30,7099910,436,765
Telangana,Bhadradri Kothagudem,2025-05-31,8621672,768,637
Telangana,Bhadradri Kothagudem,2025-06-30,8621672,1038,920
Telangana,Bhadradri Kothagudem,2025-07-31,9635919,1103,1656
Telangana,Bhadradri Kothagudem,2025-09-30,152654749,1539,1063
Telangana,Hanumakonda,2025-03-31,2528349,130,643
Telangana,Hanumakonda,2025-04-30,4553114,205,841
Telangana,Hanumakonda,2025-05-31,5564917,211,812
Telangana,Hanumakonda,2025-06-30,4048336,200,694
Telangana,Hanumakonda,2025-07-31,4554289,242,1032
Telangana,Hanumakonda,2025-09-30,166969524,150,1223
Telangana,Hyderabad,2025-03-31,29502495,10335,12114
Telangana,Hyderabad,2025-04-30,28502330,9730,11312
Telangana,Hyderabad,2025-05-31,28502270,11273,10381
Telangana,Hyderabad,2025-06-30,29002367,12414,11846
Telangana,Hyderabad,2025-07-31,29502495,16549,15162
Telangana,Hyderabad,2025-09-30,509041339,11270,7996
Telangana,Jagitial,2025-03-31,8086852,403,539
Telangana,Jagitial,2025-04-30,7581402,328,434
Telangana,Jagitial,2025-05-31,8086864,632,450
Telangana,Jagitial,2025-06-30,9603060,722,607
Telangana,Jagitial,2025-07-31,8592314,533,684
Telangana,Jagitial,2025-09-30,133423741,464,346
Telangana,Jangaon,2025-09-30,26325914,11,83
Telangana,Jangoan,2025-03-31,2531034,133,281
Telangana,Jangoan,2025-04-30,3543597,135,274
Telangana,Jangoan,2025-05-31,3543651,197,207
Telangana,Jangoan,2025-06-30,4049806,222,306
Telangana,Jangoan,2025-07-31,5568373,262,470
Telangana,Jangoan,2025-09-30,119978698,535,631
Telangana,Jayashankar Bhupalpally,2025-03-31,3036048,95,268
Telangana,Jayashankar Bhupalpally,2025-04-30,2024196,115,183
Telangana,Jayashankar Bhupalpally,2025-05-31,3543255,224,258
Telangana,Jayashankar Bhupalpally,2025-06-30,4049419,259,352
Telangana,Jayashankar Bhupalpally,2025-07-31,2530544,183,351
Telangana,Jayashankar Bhupalpally,2025-09-30,71329269,221,311
Telangana,Jogulamba Gadwal,2025-03-31,4582207,687,669
Telangana,Jogulamba Gadwal,2025-04-30,4582207,427,545
Telangana,Jogulamba Gadwal,2025-05-31,4582207,438,518
Telangana,Jogulamba Gadwal,2025-06-30,4582207,625,709
Telangana,Jogulamba Gadwal,2025-07-31,4582207,592,1038
Telangana,Jogulamba Gadwal,2025-09-30,65678280,533,364
Telangana,K.v. Rangareddy,2025-03-31,42695376,10789,15663
Telangana,K.v. Rangareddy,2025-04-30,43195427,9527,13014
Telangana,K.v. Rangareddy,2025-05-31,41685915,12254,11168
Telangana,K.v. Rangareddy,2025-06-30,42695280,13661,14901
Telangana,K.v. Rangareddy,2025-07-31,44197780,14804,21727
Telangana,K.v. Rangareddy,2025-09-30,742227353,10414,13386
Telangana,Kamareddy,2025-03-31,9057374,511,695
Telangana,Kamareddy,2025-04-30,8050762,397,584
Telangana,Kamareddy,2025-05-31,7547631,530,556
Telangana,Kamareddy,2025-06-30,9560657,839,991
Telangana,Kamareddy,2025-07-31,10063782,714,1167
Telangana,Kamareddy,2025-09-30,146933115,745,853
Telangana,Karimnagar,2025-03-31,40934995,5629,8910
Telangana,Karimnagar,2025-04-30,41440205,5453,6566
Telangana,Karimnagar,2025-05-31,41440205,10235,6136
Telangana,Karimnagar,2025-06-30,41440205,9793,7388
Telangana,Karimnagar,2025-07-31,40934995,6778,9569
Telangana,Karimnagar,2025-09-30,643334654,4482,7981
Telangana,Khammam,2025-03-31,25865519,2478,2040
Telangana,Khammam,2025-04-30,20794095,2238,1720
Telangana,Khammam,2025-05-31,20794131,4718,1750
Telangana,Khammam,2025-06-30,22315547,5336,2082
Telangana,Khammam,2025-07-31,23330049,4649,2959
Telangana,Khammam,2025-09-30,408777771,5033,1643
Telangana,Komaram Bheem,2025-03-31,4034355,285,610
Telangana,Komaram Bheem,2025-04-30,3530082,313,496
Telangana,Komaram Bheem,2025-05-31,3530082,338,387
Telangana,Komaram Bheem,2025-06-30,3530082,583,604
Telangana,Komaram Bheem,2025-07-31,3530082,354,695
Telangana,Komaram Bheem,2025-09-30,67574861,367,613
Telangana,Mahabubabad,2025-03-31,4556846,278,565
Telangana,Mahabubabad,2025-04-30,4556846,285,476
Telangana,Mahabubabad,2025-05-31,6076477,479,398
Telangana,Mahabubabad,2025-06-30,6582612,618,521
Telangana,Mahabubabad,2025-07-31,5570191,460,707
Telangana,Mahabubabad,2025-09-30,111399429,838,392
Telangana,Mahabubnagar,2025-03-31,35648495,10634,11582
Telangana,Mahabubnagar,2025-04-30,35139278,8084,9148
Telangana,Mahabubnagar,2025-05-31,35648604,10931,7444
Telangana,Mahabubnagar,2025-06-30,35648604,14820,10056
Telangana,Mahabubnagar,2025-07-31,35648604,12240,15416
Telangana,Mahabubnagar,2025-09-30,592268120,8378,10764
Telangana,Mancherial,2025-03-31,7059278,264,688
Telangana,Mancherial,2025-04-30,7059182,322,543
Telangana,Mancherial,2025-05-31,8067745,651,504
Telangana,Mancherial,2025-06-30,9580455,687,645
Telangana,Mancherial,2025-07-31,8571964,446,746
Telangana,Mancherial,2025-09-30,135134786,603,469
Telangana,Medak,2025-03-31,36664495,4875,6149
Telangana,Medak,2025-04-30,37166805,4542,4890
Telangana,Medak,2025-05-31,36664511,6326,4874
Telangana,Medak,2025-06-30,36664500,8324,6360
Telangana,Medak,2025-07-31,37166805,6660,8427
Telangana,Medak,2025-09-30,581111068,6055,7085
Telangana,Medchal-malkajgiri,2025-03-31,11503967,1239,2810
Telangana,Medchal-malkajgiri,2025-04-30,11003918,1109,1772
Telangana,Medchal-malkajgiri,2025-05-31,11503967,1259,1794
Telangana,Medchal-malkajgiri,2025-06-30,10503851,1294,1921
Telangana,Medchal-malkajgiri,2025-07-31,11504019,1379,2251
Telangana,Medchal-malkajgiri,2025-09-30,190066626,1181,1503
Telangana,Medchal?malkajgiri,2025-03-31,5501925,484,365
Telangana,Medchal?malkajgiri,2025-09-30,1500242,3,1
Telangana,Medchal−malkajgiri,2025-09-30,91046444,605,226
Telangana,Mulugu,2025-03-31,3038508,89,190
Telangana,Mulugu,2025-04-30,4051204,148,257
Telangana,Mulugu,2025-05-31,5064686,310,276
Telangana,Mulugu,2025-06-30,5064686,404,466
Telangana,Mulugu,2025-07-31,5064686,202,557
Telangana,Mulugu,2025-09-30,79004413,169,408
Telangana,Nagarkurnool,2025-03-31,8148743,523,659
Telangana,Nagarkurnool,2025-04-30,7639337,372,550
Telangana,Nagarkurnool,2025-05-31,8657778,564,397
Telangana,Nagarkurnool,2025-06-30,8657864,620,593
Telangana,Nagarkurnool,2025-07-31,9676485,582,947
Telangana,Nagarkurnool,2025-09-30,154318287,597,749
Telangana,Nalgonda,2025-03-31,28968696,5924,6791
Telangana,Nalgonda,2025-04-30,28968696,5769,5451
Telangana,Nalgonda,2025-05-31,28968696,9860,5568
Telangana,Nalgonda,2025-06-30,28968696,12083,6967
Telangana,Nalgonda,2025-07-31,28968696,8640,9435
Telangana,Nalgonda,2025-09-30,481794435,5631,5998
Telangana,Narayanpet,2025-03-31,4583621,236,356
Telangana,Narayanpet,2025-04-30,3565287,190,257
Telangana,Narayanpet,2025-05-31,4074342,193,213
Telangana,Narayanpet,2025-06-30,4074417,342,476
Telangana,Narayanpet,2025-07-31,6111737,416,726
Telangana,Narayanpet,2025-09-30,85563265,411,406
Telangana,Nirmal,2025-03-31,5545756,270,435
Telangana,Nirmal,2025-04-30,6049861,263,423
Telangana,Nirmal,2025-05-31,5041558,397,474
Telangana,Nirmal,2025-06-30,6049861,652,623
Telangana,Nirmal,2025-07-31,6049861,489,1008
Telangana,Nirmal,2025-09-30,91756640,798,984
Telangana,Nizamabad,2025-03-31,25664846,5437,6172
Telangana,Nizamabad,2025-04-30,24656365,4441,4610
Telangana,Nizamabad,2025-05-31,24656365,6063,4904
Telangana,Nizamabad,2025-06-30,24656365,7836,5991
Telangana,Nizamabad,2025-07-31,24656365,6278,8344
Telangana,Nizamabad,2025-09-30,400073674,4837,5646
Telangana,Peddapalli,2025-03-31,4547002,147,495
Telangana,Peddapalli,2025-04-30,2526264,89,267
Telangana,Peddapalli,2025-05-31,4547354,278,363
Telangana,Peddapalli,2025-06-30,4547265,278,473
Telangana,Peddapalli,2025-07-31,5052417,219,527
Telangana,Peddapalli,2025-09-30,98521600,178,818
Telangana,Rajanna Sircilla,2025-03-31,5053657,302,440
Telangana,Rajanna Sircilla,2025-04-30,3032338,212,301
Telangana,Rajanna Sircilla,2025-05-31,5558960,386,322
Telangana,Rajanna Sircilla,2025-06-30,6064361,429,412
Telangana,Rajanna Sircilla,2025-07-31,6064361,311,610
Telangana,Rajanna Sircilla,2025-09-30,88945548,458,505
Telangana,Rangareddy,2025-03-31,2006038,71,282
Telangana,Rangareddy,2025-04-30,1504526,93,260
Telangana,Rangareddy,2025-05-31,1003015,70,213
Telangana,Rangareddy,2025-06-30,1504526,117,329
Telangana,Rangareddy,2025-07-31,1504526,95,328
Telangana,Rangareddy,2025-09-30,34664754,59,132
Telangana,Sangareddy,2025-03-31,13058813,905,938
Telangana,Sangareddy,2025-04-30,10045151,687,762
Telangana,Sangareddy,2025-05-31,11552144,964,709
Telangana,Sangareddy,2025-06-30,13058912,1192,1018
Telangana,Sangareddy,2025-07-31,13561061,1207,1355
Telangana,Sangareddy,2025-09-30,222001286,1326,865
Telangana,Siddipet,2025-03-31,7049071,303,420
Telangana,Siddipet,2025-04-30,7052350,315,476
Telangana,Siddipet,2025-05-31,6546773,511,316
Telangana,Siddipet,2025-06-30,10065744,603,539
Telangana,Siddipet,2025-07-31,9058255,456,669
Telangana,Siddipet,2025-09-30,212405109,976,1104
Telangana,Suryapet,2025-03-31,8131541,673,1407
Telangana,Suryapet,2025-04-30,6607067,513,886
Telangana,Suryapet,2025-05-31,7623430,919,1110
Telangana,Suryapet,2025-06-30,8131806,1178,1445
Telangana,Suryapet,2025-07-31,7623430,964,1639
Telangana,Suryapet,2025-09-30,131625848,806,1233
Telangana,Vikarabad,2025-03-31,7049462,546,548
Telangana,Vikarabad,2025-04-30,7049466,409,500
Telangana,Vikarabad,2025-05-31,7049462,591,465
Telangana,Vikarabad,2025-06-30,8059913,837,839
Telangana,Vikarabad,2025-07-31,8059913,800,1220
Telangana,Vikarabad,2025-09-30,141494033,859,793
Telangana,Wanaparthy,2025-03-31,5601152,378,743
Telangana,Wanaparthy,2025-04-30,5091770,323,517
Telangana,Wanaparthy,2025-05-31,5091770,474,501
Telangana,Wanaparthy,2025-06-30,5091770,632,696
Telangana,Wanaparthy,2025-07-31,5601152,493,855
Telangana,Wanaparthy,2025-09-30,84525512,428,557
Telangana,Warangal,2025-03-31,35942064,4294,4369
Telangana,Warangal,2025-04-30,35436057,3905,3728
Telangana,Warangal,2025-05-31,32904971,6772,3636
Telangana,Warangal,2025-06-30,34423612,7832,4426
Telangana,Warangal,2025-07-31,35942064,5510,5997
Telangana,Warangal,2025-09-30,593799648,5274,4136
Telangana,Warangal (urban),2025-09-30,2526654,1,5
Telangana,Warangal Rural,2025-03-31,4050265,163,270
Telangana,Warangal Rural,2025-04-30,5568713,190,328
Telangana,Warangal Rural,2025-05-31,6075078,273,263
Telangana,Warangal Rural,2025-06-30,6581414,383,430
Telangana,Warangal Rural,2025-07-31,7087711,307,638
Telangana,Warangal Rural,2025-09-30,144282060,567,499
Telangana,Warangal Urban,2025-03-31,4047274,261,492
Telangana,Warangal Urban,2025-04-30,4047147,278,416
Telangana,Warangal Urban,2025-05-31,5060928,517,446
Telangana,Warangal Urban,2025-06-30,5565895,492,518
Telangana,Warangal Urban,2025-07-31,6072039,469,732
Telangana,Warangal Urban,2025-09-30,129523724,472,407
Telangana,Yadadri.,2025-03-31,5590026,316,708
Telangana,Yadadri.,2025-04-30,6606431,320,628
Telangana,Yadadri.,2025-05-31,6606431,470,541
Telangana,Yadadri.,2025-06-30,7114536,658,875
Telangana,Yadadri.,2025-07-31,6606252,617,1074
Telangana,Yadadri.,2025-09-30,111291641,593,534
Tripura,Dhalai,2025-03-31,8792013,4853,2723
Tripura,Dhalai,2025-04-30,8792013,4161,2012
Tripura,Dhalai,2025-05-31,8792013,2319,1577
Tripura,Dhalai,2025-06-30,8792013,2753,1880
Tripura,Dhalai,2025-07-31,8792013,1927,2054
Tripura,Dhalai,2025-09-30,131081229,714,946
Tripura,Dhalai  *,2025-03-31,799204,30,72
Tripura,Dhalai  *,2025-04-30,1598477,41,90
Tripura,Dhalai  *,2025-05-31,799204,15,46
Tripura,Dhalai  *,2025-06-30,799204,39,40
Tripura,Dhalai  *,2025-07-31,799204,11,53
Tripura,Dhalai  *,2025-09-30,19181600,12,31
Tripura,Gomati,2025-03-31,6392798,2597,579
Tripura,Gomati,2025-04-30,6392798,2197,399
Tripura,Gomati,2025-05-31,5593673,998,306
Tripura,Gomati,2025-06-30,5593673,990,323
Tripura,Gomati,2025-07-31,6392798,850,369
Tripura,Gomati,2025-09-30,87900836,314,161
Tripura,Khowai,2025-03-31,3996018,1656,412
Tripura,Khowai,2025-04-30,3996018,1226,266
Tripura,Khowai,2025-05-31,3196816,683,266
Tripura,Khowai,2025-06-30,3196816,716,264
Tripura,Khowai,2025-07-31,3996018,616,292
Tripura,Khowai,2025-09-30,51948255,176,125
Tripura,North Tripura,2025-03-31,15186079,5036,4245
Tripura,North Tripura,2025-04-30,15186079,3373,3177
Tripura,North Tripura,2025-05-31,15186079,1636,2476
Tripura,North Tripura,2025-06-30,14386791,2591,2807
Tripura,North Tripura,2025-07-31,13587512,2731,3345
Tripura,North Tripura,2025-09-30,235783825,987,1756
Tripura,Sepahijala,2025-03-31,5593786,2920,1028
Tripura,Sepahijala,2025-04-30,5593786,2527,838
Tripura,Sepahijala,2025-05-31,4794681,1374,668
Tripura,Sepahijala,2025-06-30,4794681,2078,804
Tripura,Sepahijala,2025-07-31,5593786,1255,720
Tripura,Sepahijala,2025-09-30,77514044,467,335
Tripura,South Tripura,2025-03-31,15982551,5021,7128
Tripura,South Tripura,2025-04-30,15982551,4189,4698
Tripura,South Tripura,2025-05-31,15183392,2200,3539
Tripura,South Tripura,2025-06-30,15183392,2215,3858
Tripura,South Tripura,2025-07-31,14384272,1679,3621
Tripura,South Tripura,2025-09-30,229349870,846,2187
Tripura,Unakoti,2025-03-31,6394222,3288,565
Tripura,Unakoti,2025-04-30,6394222,3375,495
Tripura,Unakoti,2025-05-31,6394222,1228,372
Tripura,Unakoti,2025-06-30,6394222,680,560
Tripura,Unakoti,2025-07-31,6394222,586,537
Tripura,Unakoti,2025-09-30,92716186,356,391
Tripura,West Tripura,2025-03-31,25570943,8314,11372
Tripura,West Tripura,2025-04-30,24771972,6514,8037
Tripura,West Tripura,2025-05-31,23173653,3376,6890
Tripura,West Tripura,2025-06-30,23972785,3468,6427
Tripura,West Tripura,2025-07-31,25570913,3150,6871
Tripura,West Tripura,2025-09-30,396349843,1316,3446
Uttar Pradesh,Agra,2025-03-31,7917397,15175,9350
Uttar Pradesh,Agra,2025-04-30,7917397,23587,9962
Uttar Pradesh,Agra,2025-05-31,7917397,19333,9245
Uttar Pradesh,Agra,2025-06-30,7917397,12660,8413
Uttar Pradesh,Agra,2025-07-31,7917397,25297,14465
Uttar Pradesh,Agra,2025-09-30,148641981,14178,5769
Uttar Pradesh,Aligarh,2025-03-31,7081172,17052,5512
Uttar Pradesh,Aligarh,2025-04-30,7081172,21555,5911
Uttar Pradesh,Aligarh,2025-05-31,7081172,19473,5828
Uttar Pradesh,Aligarh,2025-06-30,7081172,13950,6185
Uttar Pradesh,Aligarh,2025-07-31,7081172,20477,9025
Uttar Pradesh,Aligarh,2025-09-30,127462371,13260,4325
Uttar Pradesh,Allahabad,2025-03-31,8995978,16248,7838
Uttar Pradesh,Allahabad,2025-04-30,8783765,27810,9107
Uttar Pradesh,Allahabad,2025-05-31,8783765,25207,8293
Uttar Pradesh,Allahabad,2025-06-30,8783765,20845,8482
Uttar Pradesh,Allahabad,2025-07-31,8783765,28098,12988
Uttar Pradesh,Allahabad,2025-09-30,168496702,18580,7111
Uttar Pradesh,Ambedkar Nagar,2025-03-31,6725085,4518,4307
Uttar Pradesh,Ambedkar Nagar,2025-04-30,6725085,5206,4034
Uttar Pradesh,Ambedkar Nagar,2025-05-31,6725085,4252,3498
Uttar Pradesh,Ambedkar Nagar,2025-06-30,6725085,4613,3410
Uttar Pradesh,Ambedkar Nagar,2025-07-31,6725085,8596,5053
Uttar Pradesh,Ambedkar Nagar,2025-09-30,121499926,7751,2880
Uttar Pradesh,Amethi,2025-03-31,7994446,6068,4560
