state,district,date,forecast_next_month,forecast_level,recommended_action
Tamil Nadu,Tiruppur,2025-10-31,11764.333333333334,High Demand,Deploy mobile Aadhaar van / add staff
Tamil Nadu,Tiruppur,2025-11-30,6493.333333333333,High Demand,Deploy mobile Aadhaar van / add staff
Tamil Nadu,Tiruppur,2025-12-31,2814.3333333333335,High Demand,Deploy mobile Aadhaar van / add staff
Tamil Nadu,Tiruvallur,2025-03-31,44407.0,High Demand,Deploy mobile Aadhaar van / add staff
Tamil Nadu,Tiruvallur,2025-04-30,35112.0,High Demand,Deploy mobile Aadhaar van / add staff
Tamil Nadu,Tiruvallur,2025-05-31,33209.666666666664,High Demand,Deploy mobile Aadhaar van / add staff
Tamil Nadu,Tiruvallur,2025-07-31,29748.0,High Demand,Deploy mobile Aadhaar van / add staff
Tamil Nadu,Tiruvallur,2025-09-30,28797.666666666668,High Demand,Deploy mobile Aadhaar van / add staff
Tamil Nadu,Tiruvallur,2025-10-31,20151.333333333332,High Demand,Deploy mobile Aadhaar van / add staff
Tamil Nadu,Tiruvallur,2025-11-30,10381.666666666666,High Demand,Deploy mobile Aadhaar van / add staff
Tamil Nadu,Tiruvallur,2025-12-31,4710.333333333333,High Demand,Deploy mobile Aadhaar van / add staff
Tamil Nadu,Tiruvannamalai,2025-03-31,32270.0,High Demand,Deploy mobile Aadhaar van / add staff
Tamil Nadu,Tiruvannamalai,2025-04-30,24876.0,High Demand,Deploy mobile Aadhaar van / add staff
Tamil Nadu,Tiruvannamalai,2025-09-30,20434.333333333332,High Demand,Deploy mobile Aadhaar van / add staff
Tamil Nadu,Tiruvannamalai,2025-10-31,10211.666666666666,High Demand,Deploy mobile Aadhaar van / add staff
Tamil Nadu,Tiruvannamalai,2025-11-30,5137.666666666667,High Demand,Deploy mobile Aadhaar van / add staff
Tamil Nadu,Tiruvannamalai,2025-12-31,2237.0,High Demand,Deploy mobile Aadhaar van / add staff
Tamil Nadu,Vellore,2025-03-31,32978.0,High Demand,Deploy mobile Aadhaar van / add staff
Tamil Nadu,Vellore,2025-04-30,27771.5,High Demand,Deploy mobile Aadhaar van / add staff
Tamil Nadu,Vellore,2025-05-31,24819.0,High Demand,Deploy mobile Aadhaar van / add staff
Tamil Nadu,Vellore,2025-09-30,19553.666666666668,High Demand,Deploy mobile Aadhaar van / add staff
Tamil Nadu,Vellore,2025-10-31,12772.333333333334,High Demand,Deploy mobile Aadhaar van / add staff
Tamil Nadu,Vellore,2025-11-30,7737.333333333333,High Demand,Deploy mobile Aadhaar van / add staff
Tamil Nadu,Vellore,2025-12-31,3351.6666666666665,High Demand,Deploy mobile Aadhaar van / add staff
Tamil Nadu,Villupuram,2025-03-31,22334.0,High Demand,Deploy mobile Aadhaar van / add staff
Tamil Nadu,Villupuram,2025-09-30,15532.0,High Demand,Deploy mobile Aadhaar van / add staff
Tamil Nadu,Villupuram,2025-10-31,10720.333333333334,High Demand,Deploy mobile Aadhaar van / add staff
Tamil Nadu,Villupuram,2025-11-30,3857.0,High Demand,Deploy mobile Aadhaar van / add staff
Tamil Nadu,Villupuram,2025-12-31,1527.3333333333333,Medium Demand,Extend working hours
Tamil Nadu,Viluppuram,2025-03-31,14693.0,High Demand,Deploy mobile Aadhaar van / add staff
Tamil Nadu,Viluppuram,2025-05-31,11170.5,High Demand,Deploy mobile Aadhaar van / add staff
Tamil Nadu,Viluppuram,2025-09-30,10112.666666666666,High Demand,Deploy mobile Aadhaar van / add staff
Tamil Nadu,Viluppuram,2025-10-31,5569.0,High Demand,Deploy mobile Aadhaar van / add staff
Tamil Nadu,Viluppuram,2025-11-30,3669.3333333333335,High Demand,Deploy mobile Aadhaar van / add staff
Tamil Nadu,Viluppuram,2025-12-31,1655.3333333333333,Medium Demand,Extend working hours
Tamil Nadu,Virudhunagar,2025-03-31,18292.0,High Demand,Deploy mobile Aadhaar van / add staff
Tamil Nadu,Virudhunagar,2025-06-30,15855.5,High Demand,Deploy mobile Aadhaar van / add staff
Tamil Nadu,Virudhunagar,2025-07-31,15500.0,High Demand,Deploy mobile Aadhaar van / add staff
Tamil Nadu,Virudhunagar,2025-09-30,12609.0,High Demand,Deploy mobile Aadhaar van / add staff
Tamil Nadu,Virudhunagar,2025-10-31,8474.666666666666,High Demand,Deploy mobile Aadhaar van / add staff
Tamil Nadu,Virudhunagar,2025-11-30,4396.333333333333,High Demand,Deploy mobile Aadhaar van / add staff
Tamil Nadu,Virudhunagar,2025-12-31,1928.3333333333333,Medium Demand,Extend working hours
Telangana,Adilabad,2025-03-31,10987.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Adilabad,2025-04-30,9071.5,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Adilabad,2025-07-31,9924.666666666666,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Adilabad,2025-09-30,9568.666666666666,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Adilabad,2025-10-31,7598.333333333333,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Adilabad,2025-11-30,4248.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Adilabad,2025-12-31,1356.3333333333333,Medium Demand,Extend working hours
Telangana,Bhadradri Kothagudem,2025-03-31,4824.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Bhadradri Kothagudem,2025-09-30,4933.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Bhadradri Kothagudem,2025-10-31,3630.3333333333335,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Bhadradri Kothagudem,2025-11-30,2424.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Bhadradri Kothagudem,2025-12-31,1193.0,Medium Demand,Extend working hours
Telangana,Hanumakonda,2025-03-31,2024.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Hanumakonda,2025-09-30,2448.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Hanumakonda,2025-10-31,1907.6666666666667,Medium Demand,Extend working hours
Telangana,Hanumakonda,2025-11-30,1554.6666666666667,Medium Demand,Extend working hours
Telangana,Hanumakonda,2025-12-31,847.3333333333334,Medium Demand,Extend working hours
Telangana,Hyderabad,2025-03-31,36988.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Hyderabad,2025-04-30,31060.5,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Hyderabad,2025-05-31,30336.333333333332,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Hyderabad,2025-06-30,27517.666666666668,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Hyderabad,2025-07-31,33551.333333333336,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Hyderabad,2025-09-30,32896.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Hyderabad,2025-10-31,24299.333333333332,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Hyderabad,2025-11-30,11774.333333333334,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Hyderabad,2025-12-31,5344.666666666667,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Jagitial,2025-03-31,1241.0,Medium Demand,Extend working hours
Telangana,Jagitial,2025-06-30,1482.5,Medium Demand,Extend working hours
Telangana,Jagitial,2025-09-30,1651.0,Medium Demand,Extend working hours
Telangana,Jagitial,2025-10-31,1418.3333333333333,Medium Demand,Extend working hours
Telangana,Jagitial,2025-11-30,1065.0,Medium Demand,Extend working hours
Telangana,Jagitial,2025-12-31,697.0,Medium Demand,Extend working hours
Telangana,Jangaon,2025-09-30,176.0,Low Demand,No action required
Telangana,Jangaon,2025-10-31,110.0,Low Demand,No action required
Telangana,Jangaon,2025-11-30,91.0,Low Demand,No action required
Telangana,Jangaon,2025-12-31,48.0,Low Demand,No action required
Telangana,Jangoan,2025-03-31,901.0,Medium Demand,Extend working hours
Telangana,Jangoan,2025-07-31,1168.0,Medium Demand,Extend working hours
Telangana,Jangoan,2025-09-30,1734.0,Medium Demand,Extend working hours
Telangana,Jangoan,2025-10-31,1663.0,Medium Demand,Extend working hours
Telangana,Jangoan,2025-11-30,1352.3333333333333,Medium Demand,Extend working hours
Telangana,Jangoan,2025-12-31,601.0,Medium Demand,Extend working hours
Telangana,Jayashankar Bhupalpally,2025-03-31,3343.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Jayashankar Bhupalpally,2025-09-30,2431.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Jayashankar Bhupalpally,2025-10-31,1794.6666666666667,Medium Demand,Extend working hours
Telangana,Jayashankar Bhupalpally,2025-11-30,846.3333333333334,Medium Demand,Extend working hours
Telangana,Jayashankar Bhupalpally,2025-12-31,529.6666666666666,Medium Demand,Extend working hours
Telangana,Jogulamba Gadwal,2025-03-31,3609.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Jogulamba Gadwal,2025-06-30,3403.5,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Jogulamba Gadwal,2025-07-31,3573.3333333333335,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Jogulamba Gadwal,2025-09-30,3130.6666666666665,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Jogulamba Gadwal,2025-10-31,2327.6666666666665,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Jogulamba Gadwal,2025-11-30,1275.3333333333333,Medium Demand,Extend working hours
Telangana,Jogulamba Gadwal,2025-12-31,754.3333333333334,Medium Demand,Extend working hours
Telangana,K.v. Rangareddy,2025-03-31,41941.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,K.v. Rangareddy,2025-04-30,33196.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,K.v. Rangareddy,2025-06-30,32826.333333333336,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,K.v. Rangareddy,2025-07-31,32471.666666666668,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,K.v. Rangareddy,2025-09-30,35377.666666666664,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,K.v. Rangareddy,2025-10-31,26313.333333333332,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,K.v. Rangareddy,2025-11-30,14943.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,K.v. Rangareddy,2025-12-31,6233.666666666667,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Kamareddy,2025-03-31,2240.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Kamareddy,2025-05-31,1949.5,Medium Demand,Extend working hours
Telangana,Kamareddy,2025-06-30,2134.3333333333335,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Kamareddy,2025-09-30,2422.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Kamareddy,2025-10-31,2214.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Kamareddy,2025-11-30,1647.0,Medium Demand,Extend working hours
Telangana,Kamareddy,2025-12-31,938.6666666666666,Medium Demand,Extend working hours
Telangana,Karimnagar,2025-03-31,21463.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Karimnagar,2025-07-31,20003.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Karimnagar,2025-09-30,19370.666666666668,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Karimnagar,2025-10-31,12891.666666666666,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Karimnagar,2025-11-30,7626.666666666667,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Karimnagar,2025-12-31,2644.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Khammam,2025-03-31,8529.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Khammam,2025-09-30,9413.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Khammam,2025-10-31,6853.666666666667,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Khammam,2025-11-30,4800.333333333333,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Khammam,2025-12-31,2064.6666666666665,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Komaram Bheem,2025-03-31,2364.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Komaram Bheem,2025-09-30,2833.5,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Komaram Bheem,2025-10-31,2230.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Komaram Bheem,2025-11-30,1891.6666666666667,Medium Demand,Extend working hours
Telangana,Komaram Bheem,2025-12-31,1164.0,Medium Demand,Extend working hours
Telangana,Mahabubabad,2025-03-31,2682.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Mahabubabad,2025-07-31,2342.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Mahabubabad,2025-09-30,2588.6666666666665,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Mahabubabad,2025-10-31,1937.3333333333333,Medium Demand,Extend working hours
Telangana,Mahabubabad,2025-11-30,1564.3333333333333,Medium Demand,Extend working hours
Telangana,Mahabubabad,2025-12-31,866.6666666666666,Medium Demand,Extend working hours
Telangana,Mahabubnagar,2025-03-31,29898.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Mahabubnagar,2025-05-31,24968.5,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Mahabubnagar,2025-06-30,25606.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Mahabubnagar,2025-09-30,23827.333333333332,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Mahabubnagar,2025-10-31,18059.333333333332,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Mahabubnagar,2025-11-30,10262.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Mahabubnagar,2025-12-31,3315.3333333333335,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Mancherial,2025-03-31,1886.0,Medium Demand,Extend working hours
Telangana,Mancherial,2025-09-30,2496.5,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Mancherial,2025-10-31,1910.0,Medium Demand,Extend working hours
Telangana,Mancherial,2025-11-30,1827.6666666666667,Medium Demand,Extend working hours
Telangana,Mancherial,2025-12-31,1274.0,Medium Demand,Extend working hours
Telangana,Medak,2025-03-31,14360.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Medak,2025-09-30,15782.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Medak,2025-10-31,11089.666666666666,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Medak,2025-11-30,7022.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Medak,2025-12-31,1944.3333333333333,Medium Demand,Extend working hours
Telangana,Medchal-malkajgiri,2025-03-31,10634.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Medchal-malkajgiri,2025-06-30,8938.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Medchal-malkajgiri,2025-07-31,7939.333333333333,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Medchal-malkajgiri,2025-09-30,6639.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Medchal-malkajgiri,2025-10-31,4876.333333333333,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Medchal-malkajgiri,2025-11-30,3798.3333333333335,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Medchal-malkajgiri,2025-12-31,2571.6666666666665,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Medchal?malkajgiri,2025-03-31,1013.0,Medium Demand,Extend working hours
Telangana,Medchal−malkajgiri,2025-09-30,925.0,Medium Demand,Extend working hours
Telangana,Medchal−malkajgiri,2025-10-31,498.0,Low Demand,No action required
Telangana,Medchal−malkajgiri,2025-11-30,358.6666666666667,Low Demand,No action required
Telangana,Medchal−malkajgiri,2025-12-31,88.33333333333333,Low Demand,No action required
Telangana,Mulugu,2025-03-31,2429.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Mulugu,2025-09-30,1922.5,Medium Demand,Extend working hours
Telangana,Mulugu,2025-10-31,1399.3333333333333,Medium Demand,Extend working hours
Telangana,Mulugu,2025-11-30,796.0,Medium Demand,Extend working hours
Telangana,Mulugu,2025-12-31,513.6666666666666,Medium Demand,Extend working hours
Telangana,Nagarkurnool,2025-03-31,2996.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Nagarkurnool,2025-09-30,3011.5,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Nagarkurnool,2025-10-31,2202.6666666666665,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Nagarkurnool,2025-11-30,1432.6666666666667,Medium Demand,Extend working hours
Telangana,Nagarkurnool,2025-12-31,636.3333333333334,Medium Demand,Extend working hours
Telangana,Nalgonda,2025-03-31,19440.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Nalgonda,2025-09-30,18064.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Nalgonda,2025-10-31,12733.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Nalgonda,2025-11-30,7368.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Nalgonda,2025-12-31,2771.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Narayanpet,2025-03-31,2062.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Narayanpet,2025-09-30,2313.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Narayanpet,2025-10-31,1752.3333333333333,Medium Demand,Extend working hours
Telangana,Narayanpet,2025-11-30,1312.3333333333333,Medium Demand,Extend working hours
Telangana,Narayanpet,2025-12-31,634.0,Medium Demand,Extend working hours
Telangana,Nirmal,2025-03-31,1499.0,Medium Demand,Extend working hours
Telangana,Nirmal,2025-06-30,1746.0,Medium Demand,Extend working hours
Telangana,Nirmal,2025-09-30,2665.3333333333335,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Nirmal,2025-10-31,2539.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Nirmal,2025-11-30,2261.6666666666665,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Nirmal,2025-12-31,1280.6666666666667,Medium Demand,Extend working hours
Telangana,Nizamabad,2025-03-31,15923.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Nizamabad,2025-04-30,13255.5,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Nizamabad,2025-05-31,12992.333333333334,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Nizamabad,2025-07-31,12881.333333333334,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Nizamabad,2025-09-30,14072.666666666666,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Nizamabad,2025-10-31,10450.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Nizamabad,2025-11-30,6129.666666666667,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Nizamabad,2025-12-31,2311.3333333333335,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Peddapalli,2025-03-31,1276.0,Medium Demand,Extend working hours
Telangana,Peddapalli,2025-09-30,1500.0,Medium Demand,Extend working hours
Telangana,Peddapalli,2025-10-31,1116.6666666666667,Medium Demand,Extend working hours
Telangana,Peddapalli,2025-11-30,831.3333333333334,Medium Demand,Extend working hours
Telangana,Peddapalli,2025-12-31,407.3333333333333,Low Demand,No action required
Telangana,Rajanna Sircilla,2025-03-31,945.0,Medium Demand,Extend working hours
Telangana,Rajanna Sircilla,2025-09-30,1396.0,Medium Demand,Extend working hours
Telangana,Rajanna Sircilla,2025-10-31,1041.0,Medium Demand,Extend working hours
Telangana,Rajanna Sircilla,2025-11-30,840.3333333333334,Medium Demand,Extend working hours
Telangana,Rajanna Sircilla,2025-12-31,340.3333333333333,Low Demand,No action required
Telangana,Rangareddy,2025-03-31,793.0,Medium Demand,Extend working hours
Telangana,Rangareddy,2025-09-30,698.0,Medium Demand,Extend working hours
Telangana,Rangareddy,2025-10-31,524.0,Medium Demand,Extend working hours
Telangana,Rangareddy,2025-11-30,339.6666666666667,Low Demand,No action required
Telangana,Rangareddy,2025-12-31,257.3333333333333,Low Demand,No action required
Telangana,Sangareddy,2025-03-31,4021.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Sangareddy,2025-04-30,3083.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Sangareddy,2025-06-30,3741.6666666666665,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Sangareddy,2025-07-31,4235.666666666667,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Sangareddy,2025-09-30,4894.666666666667,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Sangareddy,2025-10-31,3450.3333333333335,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Sangareddy,2025-11-30,2012.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Sangareddy,2025-12-31,1141.6666666666667,Medium Demand,Extend working hours
Telangana,Siddipet,2025-03-31,2021.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Siddipet,2025-05-31,1528.0,Medium Demand,Extend working hours
Telangana,Siddipet,2025-07-31,1588.6666666666667,Medium Demand,Extend working hours
Telangana,Siddipet,2025-09-30,2647.6666666666665,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Siddipet,2025-10-31,2687.6666666666665,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Siddipet,2025-11-30,2523.6666666666665,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Siddipet,2025-12-31,1242.0,Medium Demand,Extend working hours
Telangana,Suryapet,2025-03-31,2445.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Suryapet,2025-04-30,2375.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Suryapet,2025-09-30,3334.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Suryapet,2025-10-31,3029.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Suryapet,2025-11-30,2767.6666666666665,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Suryapet,2025-12-31,1576.3333333333333,Medium Demand,Extend working hours
Telangana,Vikarabad,2025-03-31,2698.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Vikarabad,2025-07-31,4158.5,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Vikarabad,2025-09-30,5118.333333333333,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Vikarabad,2025-10-31,4941.666666666667,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Vikarabad,2025-11-30,3670.3333333333335,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Vikarabad,2025-12-31,1888.3333333333333,Medium Demand,Extend working hours
Telangana,Wanaparthy,2025-03-31,2515.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Wanaparthy,2025-09-30,2902.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Wanaparthy,2025-10-31,2182.3333333333335,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Wanaparthy,2025-11-30,1648.6666666666667,Medium Demand,Extend working hours
Telangana,Wanaparthy,2025-12-31,853.0,Medium Demand,Extend working hours
Telangana,Warangal,2025-03-31,10705.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Warangal,2025-09-30,11067.5,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Warangal,2025-10-31,7722.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Warangal,2025-11-30,4586.333333333333,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Warangal,2025-12-31,1254.3333333333333,Medium Demand,Extend working hours
Telangana,Warangal (urban),2025-09-30,23.0,Low Demand,No action required
Telangana,Warangal (urban),2025-10-31,13.5,Low Demand,No action required
Telangana,Warangal (urban),2025-11-30,11.0,Low Demand,No action required
Telangana,Warangal (urban),2025-12-31,4.0,Low Demand,No action required
Telangana,Warangal Rural,2025-03-31,1313.0,Medium Demand,Extend working hours
Telangana,Warangal Rural,2025-09-30,2110.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Warangal Rural,2025-10-31,1629.0,Medium Demand,Extend working hours
Telangana,Warangal Rural,2025-11-30,1406.6666666666667,Medium Demand,Extend working hours
Telangana,Warangal Rural,2025-12-31,721.6666666666666,Medium Demand,Extend working hours
Telangana,Warangal Urban,2025-03-31,2863.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Warangal Urban,2025-07-31,2860.5,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Warangal Urban,2025-09-30,2355.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Warangal Urban,2025-10-31,1476.0,Medium Demand,Extend working hours
Telangana,Warangal Urban,2025-11-30,610.3333333333334,Medium Demand,Extend working hours
Telangana,Warangal Urban,2025-12-31,393.0,Low Demand,No action required
Telangana,Yadadri.,2025-03-31,3853.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Yadadri.,2025-09-30,4366.5,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Yadadri.,2025-10-31,3320.0,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Yadadri.,2025-11-30,2473.3333333333335,High Demand,Deploy mobile Aadhaar van / add staff
Telangana,Yadadri.,2025-12-31,1144.3333333333333,Medium Demand,Extend working hours
Tripura,Dhalai,2025-03-31,8636.0,High Demand,Deploy mobile Aadhaar van / add staff
Tripura,Dhalai,2025-09-30,5586.5,High Demand,Deploy mobile Aadhaar van / add staff
Tripura,Dhalai,2025-10-31,3852.6666666666665,High Demand,Deploy mobile Aadhaar van / add staff
Tripura,Dhalai,2025-11-30,1218.6666666666667,Medium Demand,Extend working hours
Tripura,Dhalai,2025-12-31,752.6666666666666,Medium Demand,Extend working hours
Tripura,Dhalai  *,2025-09-30,72.0,Low Demand,No action required
Tripura,Dhalai  *,2025-10-31,47.5,Low Demand,No action required
Tripura,Dhalai  *,2025-11-30,40.0,Low Demand,No action required
Tripura,Dhalai  *,2025-12-31,30.333333333333332,Low Demand,No action required
Tripura,Gomati,2025-03-31,3317.0,High Demand,Deploy mobile Aadhaar van / add staff
Tripura,Gomati,2025-09-30,2125.5,High Demand,Deploy mobile Aadhaar van / add staff
Tripura,Gomati,2025-10-31,1454.3333333333333,Medium Demand,Extend working hours
Tripura,Gomati,2025-11-30,457.0,Low Demand,No action required
Tripura,Gomati,2025-12-31,275.6666666666667,Low Demand,No action required
Tripura,Khowai,2025-03-31,2744.0,High Demand,Deploy mobile Aadhaar van / add staff
Tripura,Khowai,2025-09-30,1612.0,Medium Demand,Extend working hours
Tripura,Khowai,2025-10-31,1093.6666666666667,Medium Demand,Extend working hours
Tripura,Khowai,2025-11-30,222.66666666666666,Low Demand,No action required
Tripura,Khowai,2025-12-31,141.0,Low Demand,No action required
Tripura,North Tripura,2025-03-31,10641.0,High Demand,Deploy mobile Aadhaar van / add staff
Tripura,North Tripura,2025-09-30,7221.5,High Demand,Deploy mobile Aadhaar van / add staff
Tripura,North Tripura,2025-10-31,4906.333333333333,High Demand,Deploy mobile Aadhaar van / add staff
Tripura,North Tripura,2025-11-30,1478.3333333333333,Medium Demand,Extend working hours
Tripura,North Tripura,2025-12-31,496.0,Low Demand,No action required
Tripura,Sepahijala,2025-03-31,5817.0,High Demand,Deploy mobile Aadhaar van / add staff
Tripura,Sepahijala,2025-09-30,3683.0,High Demand,Deploy mobile Aadhaar van / add staff
Tripura,Sepahijala,2025-10-31,2586.6666666666665,High Demand,Deploy mobile Aadhaar van / add staff
Tripura,Sepahijala,2025-11-30,812.6666666666666,Medium Demand,Extend working hours
Tripura,Sepahijala,2025-12-31,699.3333333333334,Medium Demand,Extend working hours
Tripura,South Tripura,2025-03-31,14618.0,High Demand,Deploy mobile Aadhaar van / add staff
Tripura,South Tripura,2025-09-30,9629.0,High Demand,Deploy mobile Aadhaar van / add staff
Tripura,South Tripura,2025-10-31,6640.0,High Demand,Deploy mobile Aadhaar van / add staff
