state,district,date,pincode,age_0_5,age_5_17,age_18_greater
Madhya Pradesh,East Nimar,2025-07-31,450661,189,254,15
Madhya Pradesh,East Nimar,2025-09-30,117561819,686,574,1
Madhya Pradesh,East Nimar,2025-10-31,49092994,200,158,0
Madhya Pradesh,Guna,2025-04-30,946102,633,120,31
Madhya Pradesh,Guna,2025-07-31,473222,637,423,12
Madhya Pradesh,Guna,2025-09-30,145268887,2653,878,4
Madhya Pradesh,Guna,2025-10-31,50629790,463,126,0
Madhya Pradesh,Gwalior,2025-03-31,1898222,179,86,62
Madhya Pradesh,Gwalior,2025-04-30,1898452,855,370,113
Madhya Pradesh,Gwalior,2025-05-31,474006,338,108,18
Madhya Pradesh,Gwalior,2025-06-30,1899661,1064,789,77
Madhya Pradesh,Gwalior,2025-07-31,3321353,2413,1821,175
Madhya Pradesh,Gwalior,2025-09-30,208270723,2608,1077,30
Madhya Pradesh,Gwalior,2025-10-31,72114899,566,181,25
Madhya Pradesh,Harda,2025-09-30,32293118,666,203,2
Madhya Pradesh,Harda,2025-10-31,12917221,146,26,1
Madhya Pradesh,Harda *,2025-09-30,35983889,221,63,0
Madhya Pradesh,Harda *,2025-10-31,9688743,48,5,0
Madhya Pradesh,Hoshangabad,2025-07-31,461990,179,90,12
Madhya Pradesh,Hoshangabad,2025-09-30,125053034,2154,329,0
Madhya Pradesh,Hoshangabad,2025-10-31,41991844,433,73,0
Madhya Pradesh,Indore,2025-04-30,1356012,830,205,48
Madhya Pradesh,Indore,2025-05-31,452001,519,111,18
Madhya Pradesh,Indore,2025-06-30,452001,411,138,12
Madhya Pradesh,Indore,2025-07-31,2260044,3340,1547,107
Madhya Pradesh,Indore,2025-09-30,302315115,3434,1158,139
Madhya Pradesh,Indore,2025-10-31,105442146,1058,342,73
Madhya Pradesh,Jabalpur,2025-04-30,482003,125,23,11
Madhya Pradesh,Jabalpur,2025-07-31,482002,361,87,14
Madhya Pradesh,Jabalpur,2025-09-30,231634515,3260,674,2
Madhya Pradesh,Jabalpur,2025-10-31,86384156,1077,179,0
Madhya Pradesh,Jhabua,2025-04-30,915440,466,372,48
Madhya Pradesh,Jhabua,2025-05-31,457661,308,316,10
Madhya Pradesh,Jhabua,2025-06-30,457661,261,628,10
Madhya Pradesh,Jhabua,2025-07-31,915440,908,1760,93
Madhya Pradesh,Jhabua,2025-09-30,93847680,1716,1543,18
Madhya Pradesh,Jhabua,2025-10-31,35707126,305,239,52
Madhya Pradesh,Katni,2025-03-31,483501,53,42,11
Madhya Pradesh,Katni,2025-04-30,967102,353,40,20
Madhya Pradesh,Katni,2025-06-30,483775,195,88,10
Madhya Pradesh,Katni,2025-07-31,483501,441,264,12
Madhya Pradesh,Katni,2025-09-30,156189050,2223,670,7
Madhya Pradesh,Katni,2025-10-31,58510978,910,183,2
Madhya Pradesh,Khandwa,2025-04-30,450117,271,133,16
Madhya Pradesh,Khandwa,2025-05-31,450661,47,21,10
Madhya Pradesh,Khandwa,2025-07-31,450001,586,233,12
Madhya Pradesh,Khandwa,2025-09-30,118911341,731,385,1
Madhya Pradesh,Khandwa,2025-10-31,52697656,216,94,2
Madhya Pradesh,Khargone,2025-04-30,1804999,695,188,52
Madhya Pradesh,Khargone,2025-05-31,451441,304,131,13
Madhya Pradesh,Khargone,2025-06-30,451332,242,258,26
Madhya Pradesh,Khargone,2025-07-31,4061115,2569,1929,226
Madhya Pradesh,Khargone,2025-09-30,168313566,2219,1066,87
Madhya Pradesh,Khargone,2025-10-31,64076209,537,169,22
Madhya Pradesh,Maihar,2025-09-30,36919295,118,8,4
Madhya Pradesh,Maihar,2025-10-31,15059406,34,2,6
Madhya Pradesh,Mandla,2025-09-30,153685500,1298,117,0
Madhya Pradesh,Mandla,2025-10-31,55885924,487,28,2
Madhya Pradesh,Mandsaur,2025-09-30,174277604,1547,323,3
Madhya Pradesh,Mandsaur,2025-10-31,66958815,653,66,1
Madhya Pradesh,Mauganj,2025-09-30,36473411,127,21,1
Madhya Pradesh,Mauganj,2025-10-31,16533873,56,8,0
Madhya Pradesh,Morena,2025-04-30,1904448,1027,459,82
Madhya Pradesh,Morena,2025-05-31,952445,709,313,44
Madhya Pradesh,Morena,2025-06-30,1428666,1327,872,70
Madhya Pradesh,Morena,2025-07-31,2857116,3228,2669,176
Madhya Pradesh,Morena,2025-09-30,133820917,2231,1311,66
Madhya Pradesh,Morena,2025-10-31,52385291,601,234,71
Madhya Pradesh,Narmadapuram,2025-09-30,60915021,243,28,2
Madhya Pradesh,Narmadapuram,2025-10-31,16150581,47,11,2
Madhya Pradesh,Narsimhapur,2025-09-30,95038767,386,100,0
Madhya Pradesh,Narsimhapur,2025-10-31,21442221,75,14,0
Madhya Pradesh,Narsinghpur,2025-07-31,487118,312,189,13
Madhya Pradesh,Narsinghpur,2025-09-30,170101274,1438,528,31
Madhya Pradesh,Narsinghpur,2025-10-31,56051057,263,76,14
Madhya Pradesh,Neemuch,2025-09-30,122356085,1093,355,2
Madhya Pradesh,Neemuch,2025-10-31,43991754,404,71,0
Madhya Pradesh,Niwari,2025-09-30,15115652,29,5,0
Madhya Pradesh,Niwari,2025-10-31,4251276,9,1,1
Madhya Pradesh,Pandhurna,2025-09-30,6722863,14,1,1
Madhya Pradesh,Pandhurna,2025-10-31,2881096,8,1,0
Madhya Pradesh,Panna,2025-04-30,488441,107,33,19
Madhya Pradesh,Panna,2025-05-31,488001,140,71,13
Madhya Pradesh,Panna,2025-07-31,488001,301,173,13
Madhya Pradesh,Panna,2025-09-30,127422763,2714,916,17
Madhya Pradesh,Panna,2025-10-31,47362337,674,161,13
Madhya Pradesh,Raisen,2025-04-30,929437,410,83,22
Madhya Pradesh,Raisen,2025-09-30,177481079,2252,589,10
Madhya Pradesh,Raisen,2025-10-31,62253739,458,93,6
Madhya Pradesh,Rajgarh,2025-09-30,150880578,1685,679,4
Madhya Pradesh,Rajgarh,2025-10-31,53553312,335,103,7
Madhya Pradesh,Ratlam,2025-09-30,132613811,1847,637,6
Madhya Pradesh,Ratlam,2025-10-31,50758935,628,126,1
Madhya Pradesh,Rewa,2025-09-30,318031606,3014,622,1
Madhya Pradesh,Rewa,2025-10-31,122547811,1288,156,2
Madhya Pradesh,Sagar,2025-04-30,470001,183,26,12
Madhya Pradesh,Sagar,2025-06-30,470227,131,53,17
Madhya Pradesh,Sagar,2025-07-31,1880347,1201,320,51
Madhya Pradesh,Sagar,2025-09-30,263303685,3017,658,12
Madhya Pradesh,Sagar,2025-10-31,86515869,746,105,7
Madhya Pradesh,Satna,2025-04-30,485001,368,55,14
Madhya Pradesh,Satna,2025-07-31,485001,488,121,20
Madhya Pradesh,Satna,2025-09-30,278163151,3932,765,5
Madhya Pradesh,Satna,2025-10-31,110196217,1223,234,3
Madhya Pradesh,Sehore,2025-07-31,932332,1151,496,26
Madhya Pradesh,Sehore,2025-09-30,140822791,993,312,4
Madhya Pradesh,Sehore,2025-10-31,54088887,283,69,5
Madhya Pradesh,Seoni,2025-09-30,166387015,2063,234,0
Madhya Pradesh,Seoni,2025-10-31,60592516,480,45,4
Madhya Pradesh,Shahdol,2025-09-30,124985879,1270,341,11
Madhya Pradesh,Shahdol,2025-10-31,48928033,466,108,1
Madhya Pradesh,Shajapur,2025-09-30,167933214,1499,484,8
Madhya Pradesh,Shajapur,2025-10-31,69324254,460,87,1
Madhya Pradesh,Sheopur,2025-04-30,952672,209,163,24
Madhya Pradesh,Sheopur,2025-06-30,476337,368,430,11
Madhya Pradesh,Sheopur,2025-07-31,952672,757,969,27
Madhya Pradesh,Sheopur,2025-09-30,57637092,676,718,50
Madhya Pradesh,Sheopur,2025-10-31,22387966,163,114,1
Madhya Pradesh,Shivpuri,2025-04-30,2368646,499,259,111
Madhya Pradesh,Shivpuri,2025-06-30,473551,326,430,27
Madhya Pradesh,Shivpuri,2025-07-31,473551,617,705,42
Madhya Pradesh,Shivpuri,2025-09-30,182407671,2330,1770,17
Madhya Pradesh,Shivpuri,2025-10-31,68228742,379,241,243
Madhya Pradesh,Sidhi,2025-09-30,95399438,1652,298,4
Madhya Pradesh,Sidhi,2025-10-31,39424535,885,84,5
Madhya Pradesh,Singrauli,2025-09-30,101263435,1673,318,7
Madhya Pradesh,Singrauli,2025-10-31,42356274,921,132,0
Madhya Pradesh,Tikamgarh,2025-09-30,180864992,1706,683,3
Madhya Pradesh,Tikamgarh,2025-10-31,63276984,480,137,4
Madhya Pradesh,Ujjain,2025-09-30,225915123,3626,695,6
Madhya Pradesh,Ujjain,2025-10-31,85802058,1141,135,14
Madhya Pradesh,Umaria,2025-09-30,83350441,1452,417,5
Madhya Pradesh,Umaria,2025-10-31,31009899,446,84,0
Madhya Pradesh,Vidisha,2025-04-30,928449,670,119,42
Madhya Pradesh,Vidisha,2025-05-31,464228,209,43,15
Madhya Pradesh,Vidisha,2025-07-31,928222,1227,626,58
Madhya Pradesh,Vidisha,2025-09-30,128118760,2295,709,17
Madhya Pradesh,Vidisha,2025-10-31,44097947,444,93,13
Madhya Pradesh,West Nimar,2025-09-30,64514673,228,54,4
Madhya Pradesh,West Nimar,2025-10-31,22102878,63,19,0
Maharashtra,Ahmadnagar,2025-04-30,413201,71,15,10
Maharashtra,Ahmadnagar,2025-09-30,540433003,2167,1260,33
Maharashtra,Ahmadnagar,2025-10-31,211647915,928,237,20
Maharashtra,Ahmed Nagar,2025-09-30,28439124,56,26,0
Maharashtra,Ahmed Nagar,2025-10-31,12530992,30,6,0
Maharashtra,Ahmednagar,2025-07-31,827810,182,158,28
Maharashtra,Akola,2025-07-31,444101,390,205,42
Maharashtra,Akola,2025-09-30,193657813,1261,241,0
Maharashtra,Akola,2025-10-31,66179526,441,44,4
Maharashtra,Amravati,2025-06-30,444601,280,77,11
Maharashtra,Amravati,2025-07-31,444601,523,148,13
Maharashtra,Amravati,2025-09-30,307322764,1841,431,19
Maharashtra,Amravati,2025-10-31,113406458,617,93,5
Maharashtra,Aurangabad,2025-03-31,1293003,196,103,46
Maharashtra,Aurangabad,2025-04-30,431001,584,154,53
Maharashtra,Aurangabad,2025-07-31,431001,2262,1549,24
Maharashtra,Aurangabad,2025-09-30,366297197,3457,1519,2
Maharashtra,Aurangabad,2025-10-31,132176375,1118,334,4
Maharashtra,Beed,2025-04-30,431122,379,52,19
Maharashtra,Beed,2025-05-31,431122,366,63,15
Maharashtra,Beed,2025-06-30,862245,659,294,46
Maharashtra,Beed,2025-07-31,1707576,1472,739,72
Maharashtra,Beed,2025-09-30,209470112,1545,741,25
Maharashtra,Beed,2025-10-31,85761622,614,157,6
Maharashtra,Bhandara,2025-09-30,125489340,596,36,2
Maharashtra,Bhandara,2025-10-31,41978013,178,2,2
Maharashtra,Bid,2025-09-30,50248406,137,62,0
Maharashtra,Bid,2025-10-31,20669205,68,9,0
Maharashtra,Buldana,2025-09-30,112208875,389,67,0
Maharashtra,Buldana,2025-10-31,41243266,147,12,0
Maharashtra,Buldhana,2025-06-30,443001,306,51,11
Maharashtra,Buldhana,2025-07-31,1773606,1103,276,83
Maharashtra,Buldhana,2025-09-30,260779740,1758,456,19
Maharashtra,Buldhana,2025-10-31,102448048,553,89,3
Maharashtra,Chandrapur,2025-04-30,442401,193,18,10
Maharashtra,Chandrapur,2025-06-30,442401,198,24,10
Maharashtra,Chandrapur,2025-07-31,442401,306,86,11
Maharashtra,Chandrapur,2025-09-30,205610113,1204,113,26
Maharashtra,Chandrapur,2025-10-31,72528812,369,26,2
Maharashtra,Chatrapati Sambhaji Nagar,2025-09-30,10775027,34,28,2
Maharashtra,Chatrapati Sambhaji Nagar,2025-10-31,4310111,15,13,1
Maharashtra,Chhatrapati Sambhajinagar,2025-09-30,77528219,148,171,3
Maharashtra,Chhatrapati Sambhajinagar,2025-10-31,33155876,48,57,127
Maharashtra,Dharashiv,2025-09-30,15300697,28,14,0
Maharashtra,Dharashiv,2025-10-31,5790065,12,3,0
Maharashtra,Dhule,2025-05-31,424304,118,46,18
Maharashtra,Dhule,2025-06-30,2123728,793,484,211
Maharashtra,Dhule,2025-07-31,2123748,1410,1107,127
Maharashtra,Dhule,2025-09-30,235685373,2028,2152,26
Maharashtra,Dhule,2025-10-31,84495954,494,303,53
Maharashtra,Gadchiroli,2025-09-30,127385594,815,148,7
Maharashtra,Gadchiroli,2025-10-31,48204517,188,21,0
Maharashtra,Gondia,2025-09-30,4417184,10,1,0
Maharashtra,Gondia,2025-10-31,2208417,4,1,0
Maharashtra,Gondiya,2025-09-30,102051412,1022,58,2
Maharashtra,Gondiya,2025-10-31,38876989,328,5,0
Maharashtra,Gondiya *,2025-09-30,6184985,18,1,0
Maharashtra,Gondiya *,2025-10-31,3092525,9,0,0
Maharashtra,Hingoli,2025-04-30,2158133,913,95,136
Maharashtra,Hingoli,2025-05-31,431513,246,31,34
Maharashtra,Hingoli,2025-06-30,431712,261,62,14
Maharashtra,Hingoli,2025-07-31,2158133,2245,649,112
Maharashtra,Hingoli,2025-09-30,86752725,1009,352,31
Maharashtra,Hingoli,2025-10-31,34096409,321,64,26
Maharashtra,Hingoli *,2025-09-30,431542,1,0,0
Maharashtra,Jalgaon,2025-04-30,425001,360,53,10
Maharashtra,Jalgaon,2025-05-31,850108,506,92,43
Maharashtra,Jalgaon,2025-07-31,1275304,1065,343,55
Maharashtra,Jalgaon,2025-09-30,465687550,3346,1387,25
Maharashtra,Jalgaon,2025-10-31,148292807,945,203,6
Maharashtra,Jalna,2025-09-30,181551395,1723,504,6
Maharashtra,Jalna,2025-10-31,72016418,581,93,0
Maharashtra,Kolhapur,2025-09-30,458629265,1989,470,5
Maharashtra,Kolhapur,2025-10-31,175207997,887,118,21
Maharashtra,Latur,2025-04-30,413517,229,42,23
Maharashtra,Latur,2025-06-30,413517,390,140,15
Maharashtra,Latur,2025-07-31,413517,566,225,28
Maharashtra,Latur,2025-09-30,205342681,1719,695,30
Maharashtra,Latur,2025-10-31,79091201,586,120,8
Maharashtra,Mumbai,2025-07-31,1600098,537,344,50
Maharashtra,Mumbai,2025-09-30,583697133,2758,1496,11
Maharashtra,Mumbai,2025-10-31,228033716,1222,425,2
Maharashtra,Mumbai City,2025-09-30,156808055,609,188,10
Maharashtra,Mumbai City,2025-10-31,68003114,293,40,13
Maharashtra,Mumbai Suburban,2025-04-30,1200200,389,109,44
Maharashtra,Mumbai Suburban,2025-05-31,4800903,882,457,230
Maharashtra,Mumbai Suburban,2025-07-31,5200865,3187,2177,207
Maharashtra,Mumbai Suburban,2025-09-30,394472177,2283,848,26
Maharashtra,Mumbai Suburban,2025-10-31,155628163,940,219,55
Maharashtra,Mumbai( Sub Urban ),2025-09-30,41608094,95,26,0
Maharashtra,Mumbai( Sub Urban ),2025-10-31,14803068,35,7,0
Maharashtra,Nagpur,2025-04-30,1320096,468,50,48
Maharashtra,Nagpur,2025-05-31,880057,243,28,22
Maharashtra,Nagpur,2025-07-31,1320054,904,225,37
Maharashtra,Nagpur,2025-09-30,490806297,3027,501,33
Maharashtra,Nagpur,2025-10-31,170953787,925,127,1
Maharashtra,Nanded,2025-04-30,1726829,462,89,56
Maharashtra,Nanded,2025-05-31,863316,383,80,39
Maharashtra,Nanded,2025-06-30,863419,432,124,28
Maharashtra,Nanded,2025-07-31,1727028,1295,462,46
Maharashtra,Nanded,2025-09-30,337604171,2729,968,10
Maharashtra,Nanded,2025-10-31,123039098,813,156,25
Maharashtra,Nandurbar,2025-04-30,425412,237,35,10
Maharashtra,Nandurbar,2025-05-31,850846,251,134,21
Maharashtra,Nandurbar,2025-07-31,1701667,2031,994,75
Maharashtra,Nandurbar,2025-09-30,185058499,2041,854,63
Maharashtra,Nandurbar,2025-10-31,67216629,703,170,5
Maharashtra,Nandurbar *,2025-09-30,24248936,45,19,1
Maharashtra,Nandurbar *,2025-10-31,5530495,15,2,0
Maharashtra,Nashik,2025-05-31,423401,97,14,45
Maharashtra,Nashik,2025-07-31,2535033,2729,1775,111
Maharashtra,Nashik,2025-09-30,604316648,4980,2054,32
Maharashtra,Nashik,2025-10-31,203673474,1491,415,22
Maharashtra,Osmanabad,2025-07-31,413606,275,105,10
Maharashtra,Osmanabad,2025-09-30,168312744,971,332,0
Maharashtra,Osmanabad,2025-10-31,66167617,418,69,0
Maharashtra,Palghar,2025-04-30,401209,174,90,16
Maharashtra,Palghar,2025-05-31,401209,162,155,14
Maharashtra,Palghar,2025-06-30,401209,252,252,10
Maharashtra,Palghar,2025-07-31,822511,584,607,26
Maharashtra,Palghar,2025-09-30,238408175,1966,983,47
Maharashtra,Palghar,2025-10-31,91477653,737,219,10
Maharashtra,Parbhani,2025-03-31,431401,17,14,37
Maharashtra,Parbhani,2025-04-30,431402,135,10,16
Maharashtra,Parbhani,2025-05-31,862907,425,90,32
Maharashtra,Parbhani,2025-09-30,157502460,1476,446,4
Maharashtra,Parbhani,2025-10-31,63000724,627,112,7
Maharashtra,Pune,2025-04-30,410405,39,11,19
Maharashtra,Pune,2025-05-31,2056850,328,97,61
Maharashtra,Pune,2025-06-30,411014,142,83,11
Maharashtra,Pune,2025-07-31,8229618,3645,1552,291
Maharashtra,Pune,2025-09-30,972179007,5891,1905,81
Maharashtra,Pune,2025-10-31,364225659,2470,542,67
Maharashtra,Raigad,2025-04-30,410206,242,72,21
Maharashtra,Raigad,2025-07-31,410206,845,296,25
Maharashtra,Raigad,2025-09-30,136895507,496,139,9
Maharashtra,Raigad,2025-10-31,49154066,187,36,0
Maharashtra,Raigarh,2025-09-30,270394734,1475,395,0
Maharashtra,Raigarh,2025-10-31,106146956,518,80,0
Maharashtra,Raigarh(MH),2025-09-30,10978129,21,9,0
Maharashtra,Raigarh(MH),2025-10-31,3249563,11,0,0
Maharashtra,Ratnagiri,2025-09-30,201646749,665,102,3
Maharashtra,Ratnagiri,2025-10-31,90640927,337,26,0
Maharashtra,Sangli,2025-05-31,416410,160,45,20
Maharashtra,Sangli,2025-06-30,416410,240,105,11
Maharashtra,Sangli,2025-07-31,1665639,958,588,48
Maharashtra,Sangli,2025-09-30,312802372,1434,658,21
Maharashtra,Sangli,2025-10-31,106491606,500,85,21
Maharashtra,Satara,2025-04-30,415523,192,26,18
Maharashtra,Satara,2025-05-31,415523,150,32,10
Maharashtra,Satara,2025-06-30,415523,136,55,10
Maharashtra,Satara,2025-07-31,415523,327,116,16
Maharashtra,Satara,2025-09-30,304663975,1074,221,26
Maharashtra,Satara,2025-10-31,117456420,482,54,15
Maharashtra,Sindhudurg,2025-09-30,113730071,344,21,1
Maharashtra,Sindhudurg,2025-10-31,39575487,119,4,3
Maharashtra,Solapur,2025-04-30,1239908,548,67,45
Maharashtra,Solapur,2025-05-31,1239423,473,97,51
Maharashtra,Solapur,2025-07-31,1239529,355,172,34
Maharashtra,Solapur,2025-09-30,429333369,2315,1054,20
Maharashtra,Solapur,2025-10-31,161569260,1032,216,12
Maharashtra,Thane,2025-03-31,421503,19,13,15
Maharashtra,Thane,2025-04-30,3730243,2371,913,150
Maharashtra,Thane,2025-05-31,2045125,1437,799,96
Maharashtra,Thane,2025-06-30,4870861,2432,1767,222
Maharashtra,Thane,2025-07-31,2908632,4036,3165,142
Maharashtra,Thane,2025-09-30,635546548,5713,3003,64
Maharashtra,Thane,2025-10-31,243608411,2325,753,29
Maharashtra,Wardha,2025-09-30,113642593,679,41,1
Maharashtra,Wardha,2025-10-31,40680465,200,14,0
Maharashtra,Washim,2025-05-31,444505,198,20,10
Maharashtra,Washim,2025-07-31,444505,378,68,11
Maharashtra,Washim,2025-09-30,100878198,691,113,11
Maharashtra,Washim,2025-10-31,43551299,331,29,3
Maharashtra,Washim *,2025-09-30,4444446,9,2,0
Maharashtra,Washim *,2025-10-31,2666933,6,0,0
Maharashtra,Yavatmal,2025-05-31,890409,281,72,30
Maharashtra,Yavatmal,2025-07-31,1335624,858,405,39
Maharashtra,Yavatmal,2025-09-30,256884031,1749,440,16
Maharashtra,Yavatmal,2025-10-31,96610465,644,119,4
Manipur,Bishnupur,2025-05-31,1590267,76,79,30
Manipur,Bishnupur,2025-09-30,57249443,136,178,8
Manipur,Bishnupur,2025-10-31,19083151,68,62,1
Manipur,Chandel,2025-09-30,58043670,109,244,2
Manipur,Chandel,2025-10-31,20673116,12,37,0
Manipur,Churachandpur,2025-04-30,795128,130,476,26
Manipur,Churachandpur,2025-06-30,795128,91,499,13
Manipur,Churachandpur,2025-07-31,795128,348,1265,13
Manipur,Churachandpur,2025-09-30,94618133,238,400,12
Manipur,Churachandpur,2025-10-31,39755802,129,217,11
Manipur,Imphal East,2025-09-30,124824830,151,154,1
Manipur,Imphal East,2025-10-31,58039768,68,114,1
Manipur,Imphal West,2025-05-31,795001,44,37,25
Manipur,Imphal West,2025-09-30,126416416,146,152,3
Manipur,Imphal West,2025-10-31,49293950,79,69,1
Manipur,Jiribam,2025-09-30,19877891,19,24,0
Manipur,Jiribam,2025-10-31,12721849,7,20,0
Manipur,Kakching,2025-09-30,16697155,12,25,1
Manipur,Kakching,2025-10-31,7155925,5,12,0
Manipur,Pherzawl,2025-09-30,1590242,1,6,0
Manipur,Pherzawl,2025-10-31,798612,0,1,0
Manipur,Senapati,2025-09-30,159815512,252,292,1
Manipur,Senapati,2025-10-31,89050840,160,129,4
Manipur,Tamenglong,2025-09-30,61225810,81,200,2
Manipur,Tamenglong,2025-10-31,35781334,44,117,14
Manipur,Thoubal,2025-09-30,89849815,125,169,1
Manipur,Thoubal,2025-10-31,41346718,45,83,2
Manipur,Ukhrul,2025-09-30,58045137,91,148,1
Manipur,Ukhrul,2025-10-31,19083459,56,64,3
Meghalaya,East Garo Hills,2025-04-30,1588221,491,1124,293
Meghalaya,East Garo Hills,2025-05-31,1588221,180,448,267
Meghalaya,East Garo Hills,2025-06-30,1588221,70,469,341
Meghalaya,East Garo Hills,2025-07-31,1588221,73,606,387
Meghalaya,East Garo Hills,2025-09-30,57848174,136,464,185
Meghalaya,East Garo Hills,2025-10-31,22191045,14,89,46
Meghalaya,East Jaintia Hills,2025-04-30,1586360,434,765,283
Meghalaya,East Jaintia Hills,2025-05-31,1586360,125,248,256
Meghalaya,East Jaintia Hills,2025-06-30,1586360,96,414,308
Meghalaya,East Jaintia Hills,2025-07-31,1586360,200,571,516
Meghalaya,East Jaintia Hills,2025-09-30,35692968,64,173,171
Meghalaya,East Jaintia Hills,2025-10-31,19036271,20,54,58
Meghalaya,East Khasi Hills,2025-03-31,2379257,44,92,164
Meghalaya,East Khasi Hills,2025-04-30,16653820,1437,4688,1673
Meghalaya,East Khasi Hills,2025-05-31,15860825,768,2259,1867
Meghalaya,East Khasi Hills,2025-06-30,10309730,287,1875,978
Meghalaya,East Khasi Hills,2025-07-31,16653831,756,3426,2404
Meghalaya,East Khasi Hills,2025-09-30,399691773,406,1031,885
Meghalaya,East Khasi Hills,2025-10-31,159401404,140,347,346
Meghalaya,Eastern West Khasi Hills,2025-09-30,16655519,1,102,2
Meghalaya,Eastern West Khasi Hills,2025-10-31,7931200,1,39,1
Meghalaya,Jaintia Hills,2025-10-31,2379501,3,0,0
Meghalaya,Kamrup,2025-07-31,781131,13,71,59
Meghalaya,North Garo Hills,2025-04-30,3959466,205,1048,242
Meghalaya,North Garo Hills,2025-05-31,794002,65,168,91
Meghalaya,North Garo Hills,2025-07-31,794108,22,97,125
Meghalaya,North Garo Hills,2025-09-30,72064270,107,332,37
Meghalaya,North Garo Hills,2025-10-31,21385006,11,56,2
Meghalaya,Ri Bhoi,2025-03-31,793105,30,11,26
Meghalaya,Ri Bhoi,2025-04-30,3953542,319,1500,514
Meghalaya,Ri Bhoi,2025-05-31,3953542,243,733,633
Meghalaya,Ri Bhoi,2025-06-30,1586205,69,398,316
Meghalaya,Ri Bhoi,2025-07-31,3172411,318,1160,946
Meghalaya,Ri Bhoi,2025-09-30,99787732,167,376,261
Meghalaya,Ri Bhoi,2025-10-31,45159169,38,85,178
Meghalaya,South Garo Hills,2025-04-30,3970431,231,820,367
Meghalaya,South Garo Hills,2025-05-31,3970431,105,388,192
Meghalaya,South Garo Hills,2025-06-30,2382323,42,197,312
Meghalaya,South Garo Hills,2025-07-31,1588209,44,206,236
Meghalaya,South Garo Hills,2025-09-30,74643712,81,486,166
Meghalaya,South Garo Hills,2025-10-31,25410342,10,121,14
Meghalaya,South West Garo Hills,2025-04-30,2382326,991,610,174
Meghalaya,South West Garo Hills,2025-05-31,2382326,392,240,167
Meghalaya,South West Garo Hills,2025-06-30,1588221,264,209,145
Meghalaya,South West Garo Hills,2025-07-31,1588221,370,272,173
Meghalaya,South West Garo Hills,2025-09-30,49234719,223,176,104
Meghalaya,South West Garo Hills,2025-10-31,19852731,44,44,42
Meghalaya,South West Khasi Hills,2025-04-30,2379339,241,535,212
Meghalaya,South West Khasi Hills,2025-05-31,2379339,135,192,200
Meghalaya,South West Khasi Hills,2025-06-30,1586220,54,184,146
Meghalaya,South West Khasi Hills,2025-07-31,1586220,137,283,326
Meghalaya,South West Khasi Hills,2025-09-30,45207432,55,86,109
Meghalaya,South West Khasi Hills,2025-10-31,25379600,20,38,33
Meghalaya,West Garo Hills,2025-04-30,6352530,1215,1761,727
Meghalaya,West Garo Hills,2025-05-31,6352530,683,994,708
Meghalaya,West Garo Hills,2025-06-30,4764427,521,992,854
Meghalaya,West Garo Hills,2025-07-31,6352530,893,1870,1534
Meghalaya,West Garo Hills,2025-09-30,143726007,439,527,168
Meghalaya,West Garo Hills,2025-10-31,60349196,176,175,229
Meghalaya,West Jaintia Hills,2025-03-31,2379450,315,53,142
Meghalaya,West Jaintia Hills,2025-04-30,3172571,712,1478,727
Meghalaya,West Jaintia Hills,2025-05-31,3172571,558,909,734
Meghalaya,West Jaintia Hills,2025-06-30,2379410,192,1017,634
Meghalaya,West Jaintia Hills,2025-07-31,2379410,224,1089,883
Meghalaya,West Jaintia Hills,2025-09-30,65830786,200,498,295
Meghalaya,West Jaintia Hills,2025-10-31,28553231,56,128,92
Meghalaya,West Khasi Hills,2025-03-31,3172476,118,113,442
Meghalaya,West Khasi Hills,2025-04-30,1586239,896,2670,1129
Meghalaya,West Khasi Hills,2025-05-31,1586239,406,1103,923
Meghalaya,West Khasi Hills,2025-06-30,1586239,129,1296,752
Meghalaya,West Khasi Hills,2025-07-31,1586239,442,1998,1179
Meghalaya,West Khasi Hills,2025-09-30,39643977,207,496,323
Meghalaya,West Khasi Hills,2025-10-31,19034867,80,146,216
Mizoram,Aizawl,2025-09-30,136921638,262,92,11
Mizoram,Aizawl,2025-10-31,70851244,146,56,1
Mizoram,Champhai,2025-04-30,796321,275,76,17
Mizoram,Champhai,2025-06-30,796321,86,26,26
Mizoram,Champhai,2025-07-31,796321,95,57,20
Mizoram,Champhai,2025-09-30,42204695,117,38,0
Mizoram,Champhai,2025-10-31,27870878,106,15,8
Mizoram,Hnahthial,2025-09-30,796571,1,0,0
Mizoram,Khawzawl,2025-09-30,4777860,3,4,0
Mizoram,Khawzawl,2025-10-31,2389050,0,1,16
Mizoram,Kolasib,2025-07-31,796081,44,21,20
Mizoram,Kolasib,2025-09-30,35027641,53,13,8
Mizoram,Kolasib,2025-10-31,19901980,32,7,1
Mizoram,Lawngtlai,2025-05-31,1593661,280,62,29
Mizoram,Lawngtlai,2025-06-30,796891,119,43,11
Mizoram,Lawngtlai,2025-07-31,796891,240,59,31
Mizoram,Lawngtlai,2025-09-30,50200120,144,97,13
Mizoram,Lawngtlai,2025-10-31,23107761,49,14,12
Mizoram,Lunglei,2025-05-31,796701,136,31,16
Mizoram,Lunglei,2025-07-31,796770,83,32,20
Mizoram,Lunglei,2025-09-30,47004312,78,20,1
Mizoram,Lunglei,2025-10-31,23899497,57,11,0
Mizoram,Mamit,2025-09-30,19911165,46,9,0
Mizoram,Mamit,2025-10-31,12742595,35,8,3
